beerName,beerStyle,upc,quantityOnHand,price,createdDate,updateDate
Hoppy Storm Lager,GOSE,293544145328,209,11.9,2022-04-10T23:08:08,2023-11-22T06:48:20
Bright Fox Porter,ALE,893795476178,266,13.22,2021-04-17T15:23:06,2022-01-07T16:02:35
Crispy Valley Pilsner,WHEAT,699291358608,418,23.83,2023-09-10T07:46:56,2024-01-05T15:49:29
Frosty Lion Bock,ALE,437258160837,15,24.6,2020-06-28T09:42:25,2024-12-23T09:19:07
Session Falcon IPA,PALE_ALE,262077264373,27,14.0,2023-10-22T15:52:26,2024-11-30T00:18:12
Golden Eagle Ale,LAGER,029435708524,29,4.69,2023-12-19T15:40:38,2024-01-22T13:40:11
Bold Forest Lager,WHEAT,177419565695,325,5.61,2023-09-26T16:03:44,2023-12-22T05:05:09
Bold Eagle Porter,PILSNER,935499276098,437,16.52,2021-05-20T02:46:49,2023-10-29T01:28:24
Bitter Bear Sour,SOUR,069869429159,497,15.05,2021-05-30T14:06:32,2023-09-15T11:11:43
Wild Lion Pilsner,IPA,469060738353,396,3.45,2020-02-26T04:18:05,2021-03-20T12:53:27
Hazy Bear IPA,ALE,320717556352,207,6.09,2022-12-21T03:49:35,2024-03-08T13:50:19
Sweet Falcon Stout,WHEAT,301072751355,365,18.6,2020-05-02T21:44:50,2024-09-14T01:54:01
Malty Storm Bock,PORTER,568266407725,216,13.26,2023-05-12T00:40:54,2024-08-29T07:38:50
Bold Eagle Stout,ALE,350328799794,94,20.19,2022-09-05T07:39:09,2024-02-09T20:16:58
Cloudy Mountain Bock,ALE,012804208136,285,14.92,2021-08-01T20:34:41,2023-11-20T00:04:02
Hoppy Valley Lager,PALE_ALE,169068635323,310,17.56,2020-11-02T02:14:35,2021-10-26T12:42:43
Amber Ridge Porter,LAGER,108595603592,369,16.03,2022-07-22T05:04:51,2024-12-01T15:59:13
Bitter Peak Gose,PORTER,264503060950,492,4.54,2023-10-09T06:50:38,2024-02-28T09:05:22
Bitter Raven IPA,PILSNER,945907867673,159,9.18,2024-01-29T19:07:31,2024-02-11T07:59:12
Bright Fox Ale,LAGER,158113584779,286,16.41,2022-04-26T10:23:16,2023-02-02T08:23:17
Hazy Dragon Lager,SOUR,870044512160,190,3.52,2021-04-20T02:26:34,2024-04-07T14:13:42
Malty River Bock,GOSE,890438276735,218,8.87,2024-11-18T00:37:10,2024-12-29T05:19:22
Session Ridge Lager,SOUR,534413561672,352,8.28,2021-02-06T05:49:16,2024-07-06T21:26:39
Sweet Creek Lager,PILSNER,998530187407,456,11.29,2024-01-29T11:13:44,2024-11-20T13:21:20
Bold Falcon Stout,PORTER,905298238042,428,10.64,2023-05-23T01:18:43,2023-08-26T23:55:05
Cloudy Falcon Pilsner,WHEAT,420852816840,279,7.01,2022-01-19T15:08:48,2023-04-23T07:41:11
Amber Coast Pilsner,ALE,114544977373,65,21.58,2020-10-06T14:07:38,2021-11-29T16:00:07
Frosty Creek Ale,LAGER,267407077761,226,3.3,2020-12-08T22:13:38,2021-06-22T17:16:22
Amber Dragon Bock,SOUR,162007605810,359,16.49,2021-05-20T02:58:35,2024-11-22T09:45:56
Hoppy Wolf Stout,LAGER,579774065443,104,10.79,2020-12-08T10:52:28,2021-05-31T16:41:57
Malty Wolf Lager,PORTER,004335423170,338,13.8,2023-12-29T20:10:14,2024-06-26T14:21:19
Crispy Lion Sour,STOUT,482195486029,287,3.42,2022-12-15T06:41:28,2024-09-11T02:07:28
Bold Bluff Bock,PALE_ALE,437243993533,192,23.42,2020-08-28T07:05:06,2021-05-24T07:59:05
Ancient Coast Lager,PILSNER,625891910187,454,4.88,2023-12-31T16:12:29,2024-11-12T14:33:39
Bitter Bluff Pilsner,PALE_ALE,236164077142,351,22.4,2020-06-28T13:12:02,2024-05-14T01:56:02
Hazy Fox Gose,LAGER,515062364007,434,7.73,2023-01-29T04:34:58,2024-11-07T19:57:58
Smooth River Bock,WHEAT,820482687150,107,10.66,2022-10-19T03:09:15,2024-09-04T22:10:15
Bright Eagle Stout,PALE_ALE,920534950080,263,4.31,2021-08-09T18:53:10,2021-08-11T03:57:33
Rustic Ridge Sour,PILSNER,939668831210,338,4.64,2023-12-02T03:22:59,2024-03-06T17:03:09
Smooth Fox IPA,STOUT,488674164852,51,18.17,2021-08-30T23:47:06,2024-09-02T02:18:43
Malty Hawk Wheat,IPA,548857333597,196,22.86,2022-10-11T17:27:56,2023-04-06T00:56:59
Smooth Ridge Stout,PALE_ALE,028285287517,224,9.79,2020-09-20T00:32:43,2022-08-09T02:47:43
Golden Wolf IPA,PALE_ALE,117944968901,219,12.44,2021-08-25T14:23:00,2023-04-28T15:48:47
Bright Falcon Ale,ALE,410883497270,205,18.69,2024-08-11T21:45:37,2024-11-26T20:51:18
Crispy Dragon Sour,PILSNER,341421050852,138,10.8,2022-10-19T04:56:01,2024-01-05T10:43:41
Bitter Bluff Sour,ALE,881191254553,285,5.82,2024-01-25T23:56:38,2024-07-10T20:03:06
Malty Dragon Porter,STOUT,471684264217,151,7.26,2021-12-13T08:06:28,2023-09-22T15:25:33
Rustic Forest Bock,GOSE,995152920697,448,7.98,2021-06-10T07:11:21,2023-09-06T21:02:17
Frosty Eagle Ale,SOUR,306720734551,9,17.06,2022-10-22T05:01:56,2023-06-28T10:39:52
Dark Bear Porter,LAGER,274302122009,416,24.54,2022-07-08T07:34:15,2024-04-03T23:13:13
Bitter River Lager,LAGER,152103114095,441,16.11,2021-12-01T16:08:43,2024-04-30T07:08:09
Bitter Mountain Porter,PORTER,442010472197,72,11.94,2023-07-08T22:59:54,2024-08-18T07:38:05
Bitter Mountain Gose,GOSE,891277272681,382,15.86,2024-03-10T17:31:32,2024-10-25T10:28:48
Rustic Bluff Gose,IPA,236905429349,204,14.57,2024-03-03T15:25:30,2024-04-28T12:32:07
Dark Peak IPA,GOSE,320192987825,278,15.06,2023-05-11T05:31:31,2023-06-21T14:10:30
Frosty Falcon Lager,IPA,285180657509,79,10.04,2023-11-06T21:19:04,2024-07-25T21:00:43
Frosty Raven Bock,GOSE,894801714112,104,14.21,2022-07-27T21:35:07,2023-10-08T05:57:21
Hoppy Dragon Sour,WHEAT,300731758695,337,16.39,2024-11-25T13:40:56,2024-12-09T23:07:26
Ancient Dragon Wheat,SOUR,757737290954,499,6.46,2021-01-02T23:18:45,2023-10-26T20:12:17
Bold Tiger Pilsner,PILSNER,720057040892,380,11.69,2020-08-22T21:33:33,2024-08-05T07:04:20
Bitter Raven Bock,PORTER,176375793990,203,5.84,2020-05-27T14:38:41,2020-10-04T07:28:33
Session Forest Bock,GOSE,730079807173,229,11.66,2023-10-21T18:06:14,2024-12-25T01:01:51
Dark River Sour,IPA,974330854911,133,10.78,2020-07-01T15:00:37,2022-08-14T11:58:31
Roasted Hawk Gose,PALE_ALE,420920842763,164,18.44,2022-02-04T00:40:38,2023-06-06T19:16:23
Ancient Hawk IPA,LAGER,974119839754,386,24.84,2024-07-09T01:46:21,2024-08-09T12:43:13
Ancient Bear Gose,SOUR,171445334557,367,11.16,2023-12-29T23:02:38,2024-10-28T06:29:54
Dark Peak IPA,PILSNER,581003646078,144,18.05,2024-12-04T18:41:28,2024-12-25T21:40:34
Hazy Peak Porter,STOUT,570027453483,245,24.69,2020-07-11T08:45:51,2024-05-18T03:09:54
Session Eagle Stout,GOSE,458188329237,166,22.44,2023-04-26T16:31:21,2024-10-16T13:13:00
Ancient River Wheat,ALE,536113639693,461,3.15,2023-03-28T08:11:00,2023-04-08T09:50:22
Rustic Bluff Sour,SOUR,380230916597,497,17.44,2022-02-02T13:51:38,2022-07-13T15:07:24
Smooth Peak Wheat,IPA,672776338808,441,11.86,2023-01-03T21:09:24,2023-03-14T12:37:05
Frosty Valley Wheat,ALE,030999041963,3,6.39,2021-11-04T09:35:23,2023-03-10T14:34:06
Bitter River Bock,ALE,285347867743,82,21.38,2024-04-21T19:11:24,2024-11-20T07:24:56
Bright Tiger IPA,PORTER,371638672319,256,16.05,2021-11-02T00:46:28,2024-04-13T04:50:25
Frosty Eagle IPA,GOSE,480856153334,486,18.57,2021-07-27T19:57:27,2023-03-01T01:41:34
Golden Storm Stout,SOUR,155583761204,97,17.98,2023-07-03T00:22:12,2024-02-10T12:24:37
Golden Forest Sour,PILSNER,117159182967,260,16.3,2021-07-12T23:53:40,2022-06-09T03:54:08
Amber Ridge Stout,PILSNER,470750078675,448,16.25,2020-06-10T04:04:48,2021-01-04T20:24:48
Hazy Bluff Porter,STOUT,527371613212,186,22.75,2021-01-13T23:48:04,2024-04-01T04:28:23
Dark Storm Lager,PORTER,214428126249,100,16.93,2021-05-16T16:44:22,2024-02-02T07:06:44
Sweet Raven IPA,PALE_ALE,622894193165,41,12.07,2021-12-03T21:32:50,2024-07-28T09:55:12
Malty Wolf Sour,STOUT,272854234406,291,3.57,2021-02-22T13:08:50,2024-01-10T03:40:16
Hoppy Eagle Bock,PALE_ALE,755156091242,140,7.35,2020-05-17T14:09:36,2022-06-13T17:47:34
Session Raven Ale,LAGER,737976434236,205,4.56,2020-06-02T09:42:18,2022-12-21T14:11:29
Wild Storm Wheat,GOSE,177895510670,0,4.52,2023-06-28T21:56:35,2023-08-29T10:29:48
Roasted Tiger Pilsner,LAGER,339432400504,395,3.48,2020-05-02T07:11:08,2021-12-20T15:25:07
Crispy Lion Stout,WHEAT,916108103516,13,17.93,2022-08-12T11:42:49,2023-10-07T17:47:20
Hoppy Eagle Lager,STOUT,596250616136,9,13.02,2024-02-28T09:09:20,2024-06-09T21:49:14
Bitter Lion Porter,SOUR,349618098193,432,20.0,2022-12-24T08:35:07,2024-07-28T02:42:54
Hazy Forest Bock,PILSNER,936968083563,84,24.46,2023-05-26T02:07:41,2023-12-17T02:59:39
Hazy Dragon Ale,IPA,026960735985,158,9.6,2022-09-02T20:54:08,2024-03-13T17:06:18
Bright Eagle Ale,LAGER,395407092605,320,22.02,2024-09-29T08:00:18,2024-10-08T01:53:43
Bold Creek Porter,SOUR,490489980162,287,4.42,2021-04-12T06:49:17,2022-11-19T22:24:26
Dark Eagle Wheat,ALE,019712064003,371,16.21,2022-10-30T05:57:56,2023-03-12T18:42:44
Amber Dragon Gose,WHEAT,961030652476,342,24.47,2021-08-10T21:34:31,2022-11-04T03:35:24
Rustic Coast Pilsner,SOUR,696590060862,162,12.98,2023-08-13T14:08:40,2024-02-05T04:23:16
Imperial Falcon Gose,SOUR,902305004166,260,8.8,2022-01-29T14:48:30,2023-04-21T18:51:37
Dark Forest Stout,LAGER,962537282430,374,5.71,2023-04-24T12:48:54,2024-12-21T00:45:32
Bright Falcon Porter,PORTER,853507389484,147,21.73,2022-05-26T23:40:57,2024-01-17T13:57:24
Hazy Peak Gose,IPA,710457524746,364,22.34,2021-07-13T16:24:31,2022-06-05T02:36:10
Bold Storm Gose,ALE,190685863377,95,15.17,2020-01-12T08:28:45,2020-11-11T01:47:09
Hazy Storm Wheat,ALE,240944046966,249,17.27,2021-07-01T00:07:17,2022-12-11T15:56:37
Wild Storm Pilsner,PILSNER,922891763887,100,22.76,2022-11-25T07:27:58,2023-04-17T22:10:07
Malty Valley Bock,IPA,812190505932,286,18.87,2024-08-31T06:11:20,2024-09-22T01:41:00
Bitter Bluff Pilsner,PILSNER,940566168863,498,10.94,2023-09-22T18:54:23,2024-05-07T19:02:47
Ancient Creek Stout,PORTER,235956947015,221,8.6,2020-11-25T00:32:53,2023-05-28T20:04:27
Bold Lion Stout,SOUR,678777945752,251,14.0,2023-06-25T10:33:32,2024-01-17T23:19:33
Dark Ridge Lager,LAGER,544310098429,186,4.84,2024-07-01T20:57:34,2024-11-04T04:40:36
Bitter Valley Pilsner,GOSE,617555537602,99,18.58,2024-07-01T08:55:28,2024-11-11T18:33:34
Hoppy Forest Bock,LAGER,848189578721,351,10.63,2023-10-14T15:22:40,2024-12-07T00:03:55
Hazy Tiger Sour,LAGER,620739226553,301,12.18,2023-03-03T03:36:21,2024-04-27T07:56:45
Session Bluff Wheat,GOSE,536868164389,466,7.53,2022-05-16T10:35:40,2024-12-27T16:54:22
Dark Peak Gose,IPA,433128748650,135,14.04,2022-10-15T07:17:33,2023-03-18T01:23:26
Dark Falcon IPA,IPA,932010604717,309,3.22,2024-03-18T18:02:41,2024-09-20T10:26:41
Bold Wolf Lager,PALE_ALE,974227858873,50,18.41,2021-10-15T06:25:52,2022-07-03T22:49:53
Roasted Storm Stout,STOUT,178534731226,312,24.49,2022-06-01T01:45:12,2022-07-20T08:37:39
Wild Mountain Pilsner,IPA,628545654437,83,4.92,2024-09-30T07:33:02,2024-10-15T10:14:44
Crispy Peak IPA,GOSE,625438802634,384,21.2,2023-03-02T14:05:01,2024-04-19T21:52:41
Golden Eagle Bock,SOUR,541649346911,140,15.19,2020-10-20T04:39:07,2022-12-13T04:53:52
Bitter Peak Porter,PILSNER,835535323260,312,7.93,2024-05-19T07:41:52,2024-12-24T15:36:57
Sweet Ridge Porter,STOUT,748486462724,288,14.95,2022-04-02T20:03:22,2024-01-24T02:19:08
Smooth Peak Sour,PALE_ALE,976366423403,111,9.15,2021-08-04T10:24:43,2021-12-31T13:10:40
Bold Tiger Ale,PILSNER,546848445679,484,10.25,2020-01-27T03:47:20,2023-01-01T09:22:06
Bright Storm Ale,PILSNER,187773410133,89,20.5,2020-04-22T11:11:59,2023-01-13T06:54:26
Rustic Creek Porter,PILSNER,649479811694,91,4.16,2020-03-02T11:16:41,2022-04-14T10:49:49
Golden Wolf Sour,ALE,924798491916,192,17.06,2022-10-02T00:05:50,2024-02-26T17:40:30
Bright Fox IPA,SOUR,498021872934,192,8.39,2021-08-13T18:39:34,2024-06-07T11:05:37
Golden Valley Bock,IPA,396213943316,128,15.15,2023-03-05T07:48:05,2024-01-10T03:41:30
Wild Dragon Sour,SOUR,812776949371,345,19.96,2024-03-17T14:54:18,2024-09-02T16:50:06
Bold River Gose,PILSNER,616106281717,221,19.43,2023-09-24T19:43:24,2023-10-30T00:42:39
Ancient Wolf Lager,SOUR,098114349811,341,22.21,2022-04-21T04:07:02,2023-08-24T21:45:26
Frosty Coast Sour,LAGER,390437186643,342,8.37,2023-12-03T03:10:59,2024-05-21T23:35:58
Bold Dragon Bock,PALE_ALE,190626151180,94,21.62,2021-05-05T09:32:13,2023-09-08T23:38:02
Frosty River Bock,IPA,458272564546,444,21.34,2023-01-02T04:27:32,2023-03-11T21:29:59
Crispy Creek Lager,STOUT,136663415590,249,9.3,2024-09-25T03:15:32,2024-11-19T05:22:33
Golden Bluff Sour,PALE_ALE,063384197996,95,5.94,2023-07-15T06:33:41,2024-10-29T02:42:21
Dark Valley Sour,PORTER,875368511027,346,12.99,2021-08-16T15:14:21,2024-01-25T01:23:25
Session River Sour,IPA,928087947389,482,11.92,2024-08-16T04:05:21,2024-11-27T17:32:29
Amber Raven Pilsner,LAGER,273774525083,55,22.53,2023-01-26T19:43:31,2023-08-07T21:18:44
Golden Peak Bock,PILSNER,624737316207,15,24.44,2021-03-12T23:01:20,2021-08-08T09:16:02
Roasted Dragon Lager,GOSE,853981058571,100,17.52,2022-11-02T17:11:54,2024-10-17T20:23:03
Hoppy Peak Sour,PALE_ALE,457338540844,180,15.47,2024-04-07T03:42:55,2024-04-10T06:47:30
Amber Ridge Stout,PORTER,984387186206,35,23.77,2021-10-28T20:35:11,2022-03-12T06:35:34
Amber Creek Wheat,LAGER,921359664868,148,5.36,2021-08-17T16:54:26,2024-03-08T04:53:09
Hoppy Lion Bock,GOSE,700758042969,256,15.49,2020-03-31T06:17:37,2024-07-14T18:34:59
Rustic Tiger Sour,PILSNER,013069060055,484,5.06,2023-12-05T05:58:31,2024-08-06T05:35:33
Frosty Peak IPA,SOUR,493497052742,444,21.32,2020-01-06T10:19:10,2020-06-26T07:56:43
Hoppy Coast Bock,LAGER,482441353188,410,8.83,2021-03-10T13:21:16,2021-09-25T20:50:51
Roasted Tiger IPA,IPA,974632686717,196,6.76,2024-05-23T16:02:35,2024-08-15T21:50:13
Cloudy Tiger Ale,SOUR,102128476147,74,8.84,2020-02-07T02:07:06,2020-02-26T16:09:31
Smooth Coast Wheat,PALE_ALE,857134438916,215,6.92,2022-09-11T12:54:35,2024-08-04T06:10:24
Smooth Bear Wheat,ALE,666168359159,41,22.44,2020-02-20T18:38:12,2022-11-09T17:44:38
Sweet Coast Ale,ALE,146495596570,172,9.6,2024-08-17T21:11:40,2024-10-25T19:11:14
Rustic Raven Sour,IPA,731435924869,446,17.72,2020-04-12T18:00:28,2021-08-25T23:46:38
Malty Raven Lager,IPA,046431995052,60,6.36,2021-07-14T10:52:54,2021-10-15T08:43:56
Hoppy Valley Lager,LAGER,092052583066,36,13.42,2021-07-09T23:09:13,2023-06-30T01:35:06
Bright Tiger Gose,SOUR,970327313419,252,8.56,2023-11-21T00:24:20,2024-10-05T13:24:26
Cloudy Coast Porter,ALE,839348832059,206,21.27,2024-07-30T09:38:37,2024-09-29T12:42:05
Smooth Tiger IPA,WHEAT,040274206282,281,5.74,2024-03-15T21:56:05,2024-08-06T11:30:15
Golden Coast Wheat,PORTER,461789581369,78,14.68,2024-11-30T23:30:10,2024-12-26T10:31:21
Golden River Porter,GOSE,352189919399,358,18.91,2022-11-27T19:15:09,2024-05-10T04:42:01
Rustic Tiger Bock,PILSNER,491418379711,239,16.38,2022-07-11T21:09:44,2023-04-27T06:41:10
Smooth Peak Stout,SOUR,582507678168,27,6.82,2020-01-04T22:12:14,2021-06-08T21:53:49
Bitter Mountain IPA,SOUR,221195480462,405,11.49,2024-01-22T12:30:59,2024-03-07T03:41:14
Bitter Peak Porter,STOUT,782857283178,389,23.18,2020-07-28T16:26:17,2023-08-21T18:36:23
Dark Wolf Lager,STOUT,386289775440,308,17.07,2020-01-11T03:25:09,2023-03-28T05:22:20
Smooth Fox Porter,ALE,065365819743,428,5.43,2023-07-04T11:11:04,2024-07-05T01:21:20
Imperial Raven IPA,PILSNER,735901293708,91,5.13,2022-01-02T00:03:23,2024-07-19T01:13:24
Sweet Valley Sour,LAGER,876291496001,175,12.75,2020-07-07T23:47:43,2023-12-31T23:17:28
Malty Fox Bock,IPA,321792261024,13,12.57,2020-12-19T09:13:54,2024-09-18T19:28:58
Malty Dragon Bock,WHEAT,829630448932,322,8.95,2023-02-01T00:07:07,2023-04-18T02:31:44
Dark Bluff Gose,ALE,855643443664,460,23.67,2021-11-08T01:07:08,2023-12-21T21:22:54
Wild River Lager,GOSE,163503562388,197,5.98,2021-10-26T06:28:40,2022-03-09T19:40:14
Golden Mountain Stout,WHEAT,911528431077,362,15.23,2021-09-14T16:46:31,2023-12-24T03:13:59
Bright Tiger Lager,IPA,818439062384,304,15.63,2024-03-20T09:59:29,2024-06-25T14:42:08
Ancient Ridge Pilsner,LAGER,735835423536,357,8.7,2020-06-10T21:53:54,2023-04-07T05:24:07
Amber Bear Bock,IPA,607040966252,436,14.88,2024-10-17T22:35:37,2024-12-13T12:06:33
Bold Bluff Porter,SOUR,817275439833,265,5.58,2021-07-26T13:26:39,2022-07-11T19:13:38
Frosty Hawk Sour,LAGER,088226262193,361,17.76,2023-11-07T09:20:44,2024-04-14T10:57:03
Golden Peak Stout,PORTER,844674313946,108,20.84,2020-10-05T01:14:59,2023-03-27T06:42:03
Roasted Forest Pilsner,IPA,401934010712,398,19.14,2024-04-19T10:25:00,2024-10-16T04:49:56
Bitter Lion Ale,PORTER,933399044256,300,11.98,2020-10-28T07:27:30,2023-10-19T04:04:16
Roasted Tiger Porter,WHEAT,258353760478,441,4.98,2022-05-22T02:34:03,2023-05-15T20:42:50
Frosty Forest Stout,STOUT,096400584393,94,5.24,2021-11-06T09:21:10,2023-11-13T03:15:50
Sweet Forest Wheat,STOUT,230005598587,110,17.19,2024-09-30T12:40:48,2024-10-31T01:07:01
Session Creek Sour,IPA,547247058140,123,13.12,2023-07-28T22:25:58,2024-06-14T12:59:49
Amber Creek Lager,STOUT,980381749229,471,6.95,2020-05-20T01:00:39,2020-12-27T03:53:38
Roasted Forest Ale,ALE,518704045980,17,12.11,2024-01-20T21:42:30,2024-12-21T19:03:56
Golden River Stout,WHEAT,206374415740,400,24.8,2023-12-20T18:27:24,2024-10-19T15:48:59
Golden Creek IPA,STOUT,483035026453,397,17.95,2023-07-29T16:45:41,2024-08-13T07:43:16
Amber Storm Porter,PALE_ALE,554257482770,224,13.58,2022-02-13T10:45:14,2022-03-03T11:31:26
Bright Bear Bock,ALE,644097614895,120,19.95,2022-06-16T08:02:27,2022-10-18T15:08:25
Smooth Peak Wheat,LAGER,001820392568,336,9.06,2022-11-10T10:28:02,2024-02-18T10:43:05
Frosty Ridge Gose,PALE_ALE,099275282938,131,13.95,2021-01-20T06:38:59,2021-11-06T22:55:20
Rustic Bluff Gose,WHEAT,887734372871,358,24.22,2021-10-10T15:16:46,2024-03-12T10:44:34
Rustic Dragon Sour,SOUR,330680688538,114,3.32,2021-04-06T16:53:04,2022-09-02T00:04:14
Sweet Tiger IPA,PORTER,894847090284,13,14.74,2024-08-17T16:06:36,2024-09-09T01:19:56
Rustic Hawk Pilsner,PORTER,108319943998,117,12.3,2024-10-17T02:17:30,2024-11-01T07:40:37
Dark Coast Ale,STOUT,418624354175,147,23.97,2021-10-26T07:30:33,2024-01-11T14:19:48
Rustic Creek Ale,WHEAT,544984294607,359,17.45,2020-07-28T09:07:04,2024-08-01T03:38:25
Sweet Mountain Ale,PALE_ALE,125478599186,143,13.02,2022-05-24T01:16:38,2023-08-09T14:33:51
Rustic Creek Ale,STOUT,927702467302,100,20.76,2023-12-16T23:01:39,2024-09-09T12:26:20
Smooth Raven Porter,WHEAT,376721538833,253,14.19,2022-04-21T13:08:56,2024-09-27T03:54:40
Malty Lion IPA,GOSE,928675847264,439,24.59,2024-03-30T19:52:27,2024-11-04T03:49:01
Ancient Ridge Stout,SOUR,732110034122,493,19.51,2023-02-06T15:58:52,2024-09-27T11:29:04
Golden Fox Porter,SOUR,950982030265,347,23.85,2020-11-12T23:25:47,2022-10-27T21:17:19
Roasted Ridge Sour,STOUT,667527294711,193,10.31,2022-11-11T17:00:49,2023-10-15T12:55:06
Roasted Wolf Gose,STOUT,634483573348,447,15.82,2020-09-14T09:12:27,2022-03-28T08:03:51
Amber Bear Gose,SOUR,735907121483,39,8.16,2021-06-02T02:58:52,2023-04-16T18:15:01
Frosty Valley Ale,LAGER,442964881530,228,3.36,2023-05-08T05:29:14,2024-04-26T17:49:44
Wild Storm IPA,ALE,303852105168,173,4.18,2024-03-03T02:04:45,2024-10-06T15:15:58
Hazy Coast IPA,PILSNER,196200825575,212,9.42,2020-04-05T11:59:52,2024-04-15T17:53:51
Ancient Peak Porter,IPA,961496970834,327,21.33,2024-11-13T21:42:30,2024-11-24T11:22:06
Hazy Lion Wheat,PORTER,140078360350,163,4.77,2020-11-17T22:15:51,2022-06-03T19:13:57
Roasted Mountain Porter,ALE,643833091083,345,24.49,2023-03-10T23:17:24,2024-06-24T16:06:46
Hoppy Ridge Stout,PORTER,056515394805,236,7.97,2023-02-03T12:18:11,2024-04-14T19:17:53
Amber Dragon Sour,PALE_ALE,506997476673,407,13.42,2022-10-05T22:17:45,2024-09-27T06:41:24
Ancient Lion Lager,STOUT,330945686261,221,22.82,2021-04-27T03:30:28,2023-03-28T11:32:33
Session Forest Wheat,SOUR,215568910918,333,8.81,2024-12-17T20:05:09,2024-12-22T20:46:44
Session Coast IPA,PILSNER,904099335194,306,17.86,2020-01-27T12:26:37,2021-05-21T01:51:27
Bold Raven Porter,ALE,097631504396,146,24.73,2024-02-08T02:17:31,2024-12-26T21:20:16
Bitter Storm Stout,WHEAT,399798980338,213,19.29,2021-06-05T05:19:31,2023-02-03T19:38:46
Ancient Peak Ale,WHEAT,237046544981,323,16.65,2020-11-13T03:15:02,2022-03-26T05:07:34
Bitter Mountain Pilsner,STOUT,765236966585,407,21.96,2020-04-02T17:31:16,2024-02-01T01:56:35
Session Creek Stout,ALE,019142692670,74,14.1,2021-10-01T15:10:12,2023-10-02T21:41:21
Hazy Bear Lager,LAGER,340104555184,368,14.28,2021-02-15T22:44:07,2022-12-20T12:47:44
Imperial Creek Bock,LAGER,029107592819,334,14.68,2024-07-22T16:01:06,2024-09-11T11:25:32
Rustic Storm Stout,PALE_ALE,145692288648,73,21.19,2024-02-23T09:55:03,2024-03-01T11:58:10
Crispy Tiger Bock,PORTER,281695727641,212,24.94,2022-05-05T14:52:51,2023-08-18T09:48:47
Wild Raven IPA,PALE_ALE,328162467407,398,3.43,2020-09-30T23:58:45,2021-12-10T20:57:41
Hoppy River Stout,STOUT,747478187553,498,3.39,2020-02-02T16:20:30,2021-04-14T23:38:59
Roasted Wolf IPA,STOUT,910597306206,190,18.84,2024-10-12T11:31:02,2024-12-21T12:35:29
Hazy Bear Wheat,LAGER,008142210585,367,24.66,2023-10-14T20:30:26,2023-12-20T22:17:13
Hoppy Peak Pilsner,ALE,322301029973,203,23.94,2021-06-16T03:47:50,2023-06-19T10:34:33
Bitter Falcon Sour,STOUT,511125556732,142,14.89,2021-02-03T01:52:59,2022-06-02T05:16:31
Session Bear Lager,PORTER,722260325673,345,24.71,2020-09-04T08:32:07,2024-08-23T16:14:27
Bold Bluff Pilsner,SOUR,972644206900,102,8.39,2022-07-13T07:40:55,2023-03-26T05:44:00
Bright Creek Porter,PALE_ALE,896952754580,24,9.04,2022-06-18T14:47:36,2024-04-28T16:36:49
Golden Mountain Gose,PILSNER,426774032506,24,15.87,2021-11-03T12:01:06,2022-08-30T01:07:17
Bright Creek Pilsner,PORTER,115924212280,437,18.12,2022-05-05T22:12:40,2024-09-06T18:05:36
Bold Coast Wheat,PALE_ALE,863926744309,154,12.06,2021-09-15T12:21:31,2022-11-04T04:31:24
Amber Bear Ale,SOUR,516211824596,403,20.63,2020-03-10T04:47:16,2022-01-29T15:40:10
Imperial Fox Wheat,GOSE,835099349742,55,13.75,2024-10-30T19:17:06,2024-12-18T19:55:01
Cloudy Bluff IPA,STOUT,189072427415,251,24.1,2022-11-26T04:37:13,2022-12-07T16:42:18
Frosty Hawk Pilsner,IPA,938563029343,487,19.58,2022-04-03T12:07:45,2024-02-19T04:51:58
Dark Coast Stout,STOUT,741316921508,272,23.83,2021-11-14T14:09:18,2024-12-08T02:10:15
Wild Raven Gose,SOUR,765486361527,4,10.54,2023-02-06T12:41:19,2024-10-04T12:44:23
Crispy Bear Ale,LAGER,341011876513,376,14.74,2022-08-23T12:52:49,2024-04-28T14:17:32
Smooth Creek IPA,STOUT,013770303176,73,8.95,2022-04-16T11:55:11,2024-06-19T10:08:46
Session Mountain Pilsner,GOSE,027310551208,14,18.98,2023-12-30T21:26:59,2024-08-06T22:22:09
Wild Eagle Stout,WHEAT,763517808543,5,6.67,2022-01-14T12:35:43,2023-04-03T15:53:02
Smooth Wolf Porter,LAGER,419833395792,459,17.5,2020-06-12T20:58:00,2020-07-05T05:37:36
Cloudy Storm Ale,LAGER,544142433127,252,24.3,2022-12-21T13:40:18,2023-02-01T11:17:59
Session Tiger Lager,STOUT,212699972421,486,10.44,2022-04-25T20:03:22,2023-02-15T01:01:14
Session Tiger Sour,GOSE,156711378700,137,24.85,2020-03-09T06:48:13,2024-03-21T05:27:48
Session Tiger Lager,STOUT,278210136353,361,13.21,2022-07-04T00:44:48,2024-09-28T21:11:41
Imperial Fox Pilsner,IPA,796945094059,310,4.43,2020-06-23T23:19:00,2021-03-18T20:52:02
Frosty Valley Ale,ALE,427100295529,243,23.36,2021-03-27T23:43:04,2023-12-13T05:55:16
Malty Wolf Bock,PILSNER,970977360144,228,10.37,2021-06-11T08:39:10,2022-04-22T18:54:31
Imperial Eagle Ale,GOSE,954975030247,87,4.5,2024-05-27T12:43:20,2024-09-08T11:46:40
